LDA_Component_1;LDA_Component_2;type;id_code
2.689.276.261.686.320;-0.6315071353300559;Normal;2b3a4a81d748_preprocessed.png
26.892.762.616.795.800;-0.6315071353279877;Normal;2b48daf24be0_preprocessed.png
2.689.276.261.686.820;-0.6315071353301067;Normal;2b4c7b5f1f1e_preprocessed.png
2.689.276.261.686.580;-0.631507135330097;Normal;2b5bb6d33959_preprocessed.png
26.892.762.616.861.900;-0.6315071353301276;Normal;2b88cb6e31cd_preprocessed.png
26.892.762.616.867.600;-0.6315071353300039;Normal;2ba0b0d9bda2_preprocessed.png
26.892.762.616.861.900;-0.6315071353300064;Normal;2bb063318cf1_preprocessed.png
2.689.276.261.686.800;-0.6315071353300351;Normal;2bb3c492d6d3_preprocessed.png
2.689.276.261.686.550;-0.6315071353301738;Normal;2bbcfdc477db_preprocessed.png
2.689.276.261.686.680;-0.6315071353301305;Normal;2bbd1f99ecc3_preprocessed.png
26.892.762.616.863.000;-0.6315071353301536;Normal;2bd4d4fbed5c_preprocessed.png
2.689.276.261.686.480;-0.631507135329926;Normal;2c1d5be654dd_preprocessed.png
26.892.762.616.862;-0.6315071353299038;Normal;2c2aa057afc5_preprocessed.png
2.689.276.261.686.670;-0.6315071353301062;Normal;2c77bf969079_preprocessed.png
268.927.626.168.647;-0.6315071353300001;Normal;2c8101f14723_preprocessed.png
2.689.276.261.686.050;-0.6315071353299421;Normal;2c827005b8f8_preprocessed.png
26.892.762.616.863.500;-0.6315071353301251;Normal;2c9dfc270f1b_preprocessed.png
268.927.626.168.616;-0.6315071353300487;Normal;2cacdb0dffae_preprocessed.png
2.689.276.261.686.470;-0.6315071353301721;Normal;2cbfc6182ba2_preprocessed.png
-3.592.133.226.877.980;-18.602.691.914.486.500;Normal;2cceb07ff706_preprocessed.png
26.892.762.616.868.600;-0.6315071353301307;Normal;2cdcc910778d_preprocessed.png
268.927.626.168.667;-0.6315071353302599;Normal;2cef97083e6f_preprocessed.png
2.689.276.261.686.680;-0.6315071353299873;Normal;2cf18033da31_preprocessed.png
268.927.626.168.605;-0.6315071353300543;Normal;2cfe8703f265_preprocessed.png
26.892.762.616.863.200;-0.6315071353301036;Normal;2d04cead4d3a_preprocessed.png
2.689.276.261.686.740;-0.6315071353300333;Normal;2d07162a13b1_preprocessed.png
2.689.276.261.686.580;-0.6315071353299344;Normal;2d3f4094c08a_preprocessed.png
26.892.762.616.867.200;-0.6315071353301029;Normal;2d552318eb07_preprocessed.png
268.927.626.168.674;-0.6315071353300179;Normal;2d558de2cabe_preprocessed.png
26.892.762.616.863.400;-0.6315071353300539;Normal;2d7666b8884f_preprocessed.png
2.689.276.261.686.320;-0.6315071353300417;Normal;2d870833c0c9_preprocessed.png
268.927.626.168.644;-0.6315071353300525;Normal;2d9d97a6e713_preprocessed.png
2.689.276.261.686.290;-0.6315071353299866;Normal;2da82d14e1b7_preprocessed.png
26.892.762.616.861.100;-0.6315071353299615;Normal;2db0cd3e30da_preprocessed.png
2.689.276.261.686.800;-0.6315071353300739;Normal;2dc647e00ad3_preprocessed.png
26.892.762.616.864.400;-0.631507135330122;Normal;2dd28ac497d2_preprocessed.png
-3.592.133.226.878.020;-18.602.691.914.486.500;Normal;2df07eb5779f_preprocessed.png
26.892.762.616.864.400;-0.6315071353300098;Normal;2e26762daed5_preprocessed.png
26.892.762.616.871.600;-0.6315071353301853;Normal;2e79041ef722_preprocessed.png
26.892.762.616.861.400;-0.6315071353299863;Normal;2eba4279e503_preprocessed.png
26.892.762.616.864.900;-0.631507135330062;Normal;2ecbc2e3f239_preprocessed.png
2.689.276.261.686.440;-0.6315071353298607;Normal;2ef10194e80d_preprocessed.png
2.689.276.261.686.450;-0.6315071353301442;Normal;2ef4a04aed1b_preprocessed.png
26.892.762.616.862.600;-0.6315071353298607;Normal;2ef955d6d9ff_preprocessed.png
26.892.762.616.865.700;-0.6315071353300207;Normal;2f143453bb71_preprocessed.png
26.892.762.616.769.600;-0.6315071353278425;Normal;2f284b6a1940_preprocessed.png
2.689.276.261.686.340;-0.6315071353299777;Normal;2f2e1949ad56_preprocessed.png
2.689.276.261.686.640;-0.6315071353300343;Normal;2f42e20db938_preprocessed.png
26.892.762.616.867.300;-0.6315071353300039;Normal;2f4e81787d9b_preprocessed.png
2.689.276.261.686.560;-0.6315071353300155;Normal;2f5c9cdfb333_preprocessed.png
26.892.762.616.864.000;-0.6315071353299262;Normal;2f7789c1e046_preprocessed.png
2.689.276.261.686.540;-0.6315071353300725;Normal;2f7fbdcc9a4b_preprocessed.png
26.892.762.616.867.100;-0.631507135330168;Normal;2f81ee5f2926_preprocessed.png
2.689.276.261.686.870;-0.631507135330035;Normal;2f8d14a7d390_preprocessed.png
2.689.276.261.686.480;-0.6315071353299235;Normal;2f9b66784109_preprocessed.png
2.689.276.261.686.580;-0.6315071353301606;Normal;2fb3a8606a77_preprocessed.png
26.892.762.616.866.300;-0.631507135329786;Normal;2fde69f20585_preprocessed.png
26.892.762.616.867.200;-0.6315071353300641;Normal;2fdfb80ea53c_preprocessed.png
26.892.762.616.866.900;-0.6315071353299938;Normal;2fdffb6160a6_preprocessed.png
26.892.762.616.862.600;-0.6315071353300309;Normal;2fe06bedb2c4_preprocessed.png
26.892.762.616.861.400;-0.6315071353298496;Normal;2fefb720869a_preprocessed.png
2.689.276.261.686.340;-0.6315071353300724;Normal;300305ce82d2_preprocessed.png
26.892.762.616.865.500;-0.6315071353301325;Normal;30263a7d5609_preprocessed.png
26.892.762.616.868.900;-0.6315071353300388;Normal;302bcdb635ff_preprocessed.png
268.927.626.168.651;-0.6315071353300441;Normal;3044022c6969_preprocessed.png
26.892.762.616.864.100;-0.6315071353299784;Normal;306c841af3fc_preprocessed.png
2.689.276.261.686.400;-0.6315071353300156;Normal;3079490a4b9c_preprocessed.png
2.689.276.261.686.730;-0.631507135330039;Normal;308f7fce6f0d_preprocessed.png
26.892.762.616.865.400;-0.6315071353300945;Normal;30941b65348b_preprocessed.png
16.179.865.901.798.800;-18.015.266.640.855.400;Normal;30cab14951ac_preprocessed.png
2.689.276.261.686.430;-0.6315071353299895;Normal;30db694bee42_preprocessed.png
26.892.762.616.864.900;-0.6315071353301678;Normal;310c27067ac0_preprocessed.png
2.689.276.261.686.740;-0.6315071353300535;Normal;312694ea8e6a_preprocessed.png
268.927.626.168.546;-0.6315071353300115;Normal;3128eb593012_preprocessed.png
2.689.276.261.686.440;-0.6315071353299953;Normal;3132556f5352_preprocessed.png
26.892.762.616.864.100;-0.6315071353299586;Normal;31360e44ac64_preprocessed.png
26.892.762.616.863.800;-0.6315071353300206;Normal;31452ad8808c_preprocessed.png
2.689.276.261.686.760;-0.631507135330023;Normal;314862758acf_preprocessed.png
2.689.276.261.686.860;-0.6315071353302657;Normal;315c1a0d87fd_preprocessed.png
2.689.276.261.686.060;-0.6315071353300064;Normal;31616ff6b53b_preprocessed.png
26.892.762.616.863.500;-0.631507135330037;Normal;3178559fbf57_preprocessed.png
268.927.626.168.623;-0.6315071353299602;Normal;318eb706a134_preprocessed.png
26.892.762.616.864.600;-0.6315071353299757;Normal;31b5d6fb0256_preprocessed.png
26.892.762.616.864.300;-0.6315071353299558;Normal;31cb39681f6a_preprocessed.png
26.892.762.616.865.600;-0.6315071353302004;Normal;3206171db5be_preprocessed.png
2.689.276.261.686.250;-0.6315071353298581;Normal;3218a6d8eb2c_preprocessed.png
26.892.762.616.866.100;-0.6315071353301337;Normal;3232b34cbe99_preprocessed.png
2.689.276.261.686.570;-0.6315071353302146;Normal;3246f07e65b4_preprocessed.png
2.689.276.261.686.430;-0.6315071353300192;Normal;3254e48c8aa0_preprocessed.png
26.892.762.616.867.900;-0.6315071353300084;Normal;3286073a976e_preprocessed.png
2.689.276.261.686.570;-0.6315071353302013;Normal;328d141ed3aa_preprocessed.png
26.892.762.616.862.600;-0.6315071353299708;Normal;32a3eb37ff40_preprocessed.png
26.892.762.616.865.500;-0.6315071353300827;Normal;32d7d360d891_preprocessed.png
26.892.762.616.867.700;-0.631507135330114;Normal;32ed318235b8_preprocessed.png
2.689.276.261.686.640;-0.6315071353301067;Normal;33105f9b3a04_preprocessed.png
2.689.276.261.686.240;-0.6315071353301018;Normal;331121c65e88_preprocessed.png
26.892.762.616.862.700;-0.6315071353300383;Normal;331b87d1b9d1_preprocessed.png
268.927.626.168.653;-0.6315071353301844;Normal;3323fd59782e_preprocessed.png
2.689.276.261.686.460;-0.6315071353298811;Normal;3325b1fe55d2_preprocessed.png
26.892.762.616.865.100;-0.6315071353301627;Normal;33596a635b53_preprocessed.png
268.927.626.168.571;-0.6315071353297053;Normal;33778d136069_preprocessed.png
2.689.276.261.686.500;-0.6315071353301565;Normal;338326891d84_preprocessed.png
2.689.276.261.686.610;-0.6315071353300299;Normal;33b893e18eb3_preprocessed.png
2.689.276.261.686.650;-0.6315071353300947;Normal;33b91def2035_preprocessed.png
26.892.762.616.868.900;-0.6315071353299953;Normal;33b978734eab_preprocessed.png
26.892.762.616.864.000;-0.6315071353300237;Normal;33d72035c27a_preprocessed.png
26.892.762.616.861.200;-0.6315071353299537;Normal;33e7bf536fc5_preprocessed.png
2.689.276.261.686.120;-0.6315071353299757;Normal;33e8e26a75d4_preprocessed.png
3.921.782.390.334.600;-0.5844113206733746;Normal;33ffddea8c6e_preprocessed.png
2.689.276.261.686.510;-0.6315071353300876;Normal;3402124408ea_preprocessed.png
26.892.762.616.868.100;-0.6315071353302779;Normal;3428230bf1bd_preprocessed.png
26.892.762.616.858.400;-0.6315071353298864;Normal;342edf9b889d_preprocessed.png
26.892.762.616.791.700;-0.6315071353304909;Normal;3435fd8675a2_preprocessed.png
2.689.276.261.685.870;-0.6315071353300084;Normal;345b1f0abbba_preprocessed.png
2.689.276.261.686.400;-0.6315071353299235;Normal;3461dc601cc2_preprocessed.png
2.689.276.261.686.480;-0.6315071353301258;Normal;34723fae6475_preprocessed.png
2.689.276.261.686.280;-0.6315071353300505;Normal;348598d01e18_preprocessed.png
26.892.762.616.863.200;-0.6315071353299566;Normal;3486f7096276_preprocessed.png
26.892.762.616.867.600;-0.6315071353301078;Normal;349f3c0ac83e_preprocessed.png
2.689.276.261.686.620;-0.6315071353300707;Normal;34a7dbd3f05c_preprocessed.png
26.892.762.616.869.700;-0.6315071353301009;Normal;34acae864963_preprocessed.png
2.689.276.261.686.590;-0.6315071353299186;Normal;351e842842a2_preprocessed.png
26.892.762.616.865.300;-0.6315071353299089;Normal;352e4a939242_preprocessed.png
268.927.626.168.671;-0.6315071353301487;Normal;35362d43e753_preprocessed.png
2.689.276.261.686.240;-0.6315071353300474;Normal;354b8911d6ed_preprocessed.png
26.892.762.616.857.200;-0.631507135330007;Normal;356304d15a5c_preprocessed.png
26.892.762.616.862.700;-0.63150713533017;Normal;35777eb7859d_preprocessed.png
2.689.276.261.686.170;-0.6315071353300332;Normal;357f02a779d7_preprocessed.png
26.892.762.616.868.400;-0.6315071353300911;Normal;3580a545016d_preprocessed.png
26.892.762.616.865.700;-0.6315071353299841;Normal;358d2224de73_preprocessed.png
26.892.762.616.865.200;-0.6315071353299977;Normal;3599029efeb3_preprocessed.png
268.927.626.168.638;-0.6315071353302123;Normal;359bab5d784b_preprocessed.png
268.927.626.168.648;-0.6315071353300459;Normal;35aa7f5c2ec0_preprocessed.png
26.892.762.616.865.200;-0.6315071353301286;Normal;35ac70c0d08f_preprocessed.png
2.689.276.261.686.540;-0.6315071353300881;Normal;35beb47fe159_preprocessed.png
2.689.276.261.686.120;-0.631507135330073;Normal;35cd9832fc0a_preprocessed.png
2.689.276.261.686.670;-0.6315071353300477;Normal;35d6c4c50072_preprocessed.png
2.689.276.261.686.680;-0.631507135330104;Normal;35df2bc6ae95_preprocessed.png
26.892.762.616.862.600;-0.6315071353299873;Normal;3601dac9bed7_preprocessed.png
26.892.762.616.864.000;-0.631507135330065;Normal;36041171f441_preprocessed.png
26.892.762.616.866.300;-0.6315071353299468;Normal;360832d84ce0_preprocessed.png
26.892.762.616.863.300;-0.6315071353301196;Normal;362c4a96cebb_preprocessed.png
2.689.276.261.686.490;-0.631507135330124;Normal;365f8c01d994_preprocessed.png
392.178.239.033.461;-0.5844113206732864;Normal;36677b70b1ef_preprocessed.png
-0.4546218520232985;8.364.876.664.844.070;Normal;367c7049929c_preprocessed.png
26.892.762.616.862.300;-0.6315071353300006;Normal;36865bbc64d6_preprocessed.png
2.689.276.261.686.310;-0.6315071353301056;Normal;369229040a34_preprocessed.png
2.689.276.261.686.740;-0.6315071353301129;Normal;3694e8c8e09a_preprocessed.png
26.892.762.616.862.400;-0.6315071353299584;Normal;36a1e3c780a0_preprocessed.png
-0.4546218520232128;8.364.876.664.844.160;Normal;36b5b3c9fb32_preprocessed.png
26.892.762.616.864.700;-0.6315071353298709;Normal;36e4b704b905_preprocessed.png
26.892.762.616.867.200;-0.6315071353300004;Normal;36ec36c301c1_preprocessed.png
26.892.762.616.863.000;-0.6315071353300938;Normal;370f575adb23_preprocessed.png
26.892.762.616.859.500;-0.6315071353298857;Normal;3710ff45299c_preprocessed.png
2.689.276.261.686.460;-0.6315071353301831;Normal;3730c322d35b_preprocessed.png
2.689.276.261.686.410;-0.6315071353298948;Normal;3732de8b416f_preprocessed.png
26.892.762.616.866.800;-0.6315071353300794;Normal;374535e0adb8_preprocessed.png
2.689.276.261.686.520;-0.6315071353301152;Normal;3748349334f6_preprocessed.png
2.689.276.261.686.410;-0.6315071353300716;Normal;378963f9df22_preprocessed.png
26.892.762.616.866.200;-0.631507135329791;Normal;3796af4d987a_preprocessed.png
268.927.626.168.657;-0.6315071353301853;Normal;37c4dfe03aba_preprocessed.png
2.689.276.261.686.420;-0.6315071353301323;Normal;37c523296d42_preprocessed.png
26.892.762.616.862.700;-0.631507135329832;Normal;37de05ef12a5_preprocessed.png
26.892.762.616.863.600;-0.6315071353300787;Normal;38055d8b9f08_preprocessed.png
26.892.762.616.865.800;-0.6315071353299977;Normal;3810040096cb_preprocessed.png
2.689.276.261.686.020;-0.6315071353298563;Normal;3823acc4e464_preprocessed.png
268.927.626.168.652;-0.6315071353301205;Normal;382752f6694a_preprocessed.png
26.892.762.616.859.700;-0.6315071353298563;Normal;38373431d996_preprocessed.png
26.892.762.616.862.000;-0.6315071353301267;Normal;383e72af1955_preprocessed.png
2.689.276.261.686.190;-0.6315071353300596;Normal;384631079d1e_preprocessed.png
26.892.762.616.864.600;-0.6315071353301669;Normal;38487e1a5b1f_preprocessed.png
2.689.276.261.686.420;-0.6315071353299901;Normal;384db24ebbd7_preprocessed.png
2.689.276.261.686.410;-0.6315071353300374;Normal;384e6c915722_preprocessed.png
26.892.762.616.862.500;-0.6315071353298488;Normal;387138ddf43d_preprocessed.png
26.892.762.616.865.300;-0.6315071353299659;Normal;388279491b5d_preprocessed.png
2.689.276.261.686.640;-0.6315071353301509;Normal;388f12e8df0b_preprocessed.png
26.892.762.616.863.100;-0.6315071353299275;Normal;389552047476_preprocessed.png
26.892.762.616.864.100;-0.6315071353300035;Normal;38b9bb961847_preprocessed.png
26.892.762.616.864.200;-0.6315071353300719;Normal;38c7153457e2_preprocessed.png
-0.4546218520232617;8.364.876.664.844.240;Normal;38e0e28d35d3_preprocessed.png
2.689.276.261.686.620;-0.6315071353299656;Normal;38e111cac46f_preprocessed.png
2.689.276.261.686.540;-0.6315071353301843;Normal;38f1901f214a_preprocessed.png
268.927.626.168.636;-0.631507135330117;Normal;38fe9f854046_preprocessed.png
26.892.762.616.861.700;-0.6315071353300469;Normal;3908b3cfd620_preprocessed.png
26.892.762.616.866.600;-0.631507135330049;Normal;39134907127a_preprocessed.png
2.689.276.261.686.200;-0.6315071353299448;Normal;393fa5a023a5_preprocessed.png
26.892.762.616.862.000;-0.6315071353299935;Normal;39923b29988a_preprocessed.png
26.892.762.616.863.300;-0.6315071353300123;Normal;39aa3cd93c50_preprocessed.png
26.892.762.616.865.100;-0.631507135330093;Normal;39b5b05d6cd9_preprocessed.png
2.689.276.261.686.450;-0.6315071353301843;Normal;39f8935185e6_preprocessed.png
2.689.276.261.686.590;-0.6315071353300592;Normal;39fd8ef3a45c_preprocessed.png
26.892.762.616.864.400;-0.6315071353300574;Normal;3a122851e526_preprocessed.png
26.892.762.616.866.400;-0.6315071353300986;Normal;3a1d3ce00f0c_preprocessed.png
2.689.276.261.685.830;-0.6315071353301229;Normal;3a1ecf5e2839_preprocessed.png
26.892.762.616.863.600;-0.6315071353300967;Normal;3a4cfea0a766_preprocessed.png
26.892.762.616.866.600;-0.6315071353300761;Normal;3a61e690f4bb_preprocessed.png
2.689.276.261.686.550;-0.6315071353300952;Normal;3a643599f852_preprocessed.png
26.892.762.616.868.300;-0.631507135329749;Normal;3a6e9730b298_preprocessed.png
26.892.762.616.867.700;-0.6315071353302928;Normal;3aa2b1ce6700_preprocessed.png
2.689.276.261.686.900;-0.6315071353301231;Normal;3abac0961bfd_preprocessed.png
26.892.762.616.864.200;-0.6315071353301436;Normal;3ac3fbfca7d4_preprocessed.png
26.892.762.616.860.600;-0.6315071353298047;Normal;3ac92ac3d65a_preprocessed.png
26.892.762.616.862.900;-0.6315071353302395;Normal;3af9aaa880e9_preprocessed.png
2.689.276.261.678.330;-0.6315071353290387;Normal;3b018e8b7303_preprocessed.png
26.892.762.616.866.800;-0.6315071353301298;Normal;3b0190bbe615_preprocessed.png
26.892.762.616.864.000;-0.6315071353299557;Normal;3b10191dfd25_preprocessed.png
2.689.276.261.686.280;-0.6315071353300032;Normal;3b185ac445d0_preprocessed.png
2.689.276.261.686.740;-0.6315071353300195;Normal;3b232b394e4f_preprocessed.png
2.689.276.261.686.840;-0.6315071353303248;Normal;3b2b91590590_preprocessed.png
26.892.762.616.864.500;-0.6315071353300392;Normal;3b4a5fcbe5e0_preprocessed.png
26.892.762.616.860.000;-0.6315071353303976;Normal;3b58b02c89ed_preprocessed.png
2.689.276.261.686.640;-0.6315071353301231;Normal;3b5dffe159b6_preprocessed.png
2.689.276.261.686.770;-0.6315071353301276;Normal;3b73a3a4a734_preprocessed.png
2.689.276.261.686.590;-0.6315071353301978;Normal;3b9817a39adf_preprocessed.png
2.689.276.261.686.600;-0.6315071353300022;Normal;3b9c1f42c2f2_preprocessed.png
26.892.762.616.867.700;-0.6315071353302766;Normal;3bf2deaa5ef0_preprocessed.png
268.927.626.168.643;-0.6315071353300572;Normal;3bf3085ac167_preprocessed.png
268.927.626.168.621;-0.6315071353300978;Normal;3c1efa38d0da_preprocessed.png
2.689.276.261.686.600;-0.631507135330109;Normal;3c28fd846b43_preprocessed.png
268.927.626.168.633;-0.6315071353300721;Normal;3c311c9109b0_preprocessed.png
26.892.762.616.862.800;-0.631507135330089;Normal;3c326543fff6_preprocessed.png
26.892.762.616.865.500;-0.6315071353301174;Normal;3c42512c81e0_preprocessed.png
2.689.276.261.686.220;-0.6315071353299694;Normal;3c53198519f7_preprocessed.png
2.689.276.261.686.030;-0.6315071353299783;Normal;3c726de3ee90_preprocessed.png
-35.921.332.268.780.200;-18.602.691.914.487.500;Normal;3c72f580d4ba_preprocessed.png
268.927.626.168.632;-0.6315071353299936;Normal;3c78bfca247b_preprocessed.png
26.892.762.616.867.800;-0.6315071353301495;Normal;3c9529918097_preprocessed.png
2.689.276.261.686.340;-0.6315071353300712;Normal;3ca12e02dd4e_preprocessed.png
26.892.762.616.864.500;-0.6315071353300392;Normal;3ca637fddd56_preprocessed.png
26.892.762.616.863.700;-0.6315071353300801;Normal;3ca8be3b40d6_preprocessed.png
26.892.762.616.864.800;-0.6315071353300643;Normal;3cab32dd6ef9_preprocessed.png
2.689.276.261.686.270;-0.6315071353300876;Normal;3ccf96c1dd6d_preprocessed.png
-0.45462185202318794;8.364.876.664.844.200;Normal;3cd801ffdbf0_preprocessed.png
2.689.276.261.686.550;-0.6315071353301218;Normal;3cd9713c0ecb_preprocessed.png
268.927.626.168.632;-0.631507135330037;Normal;3cdda8b3df19_preprocessed.png
2.689.276.261.686.070;-0.631507135329985;Normal;3cdef7c591cc_preprocessed.png
2.689.276.261.685.860;-0.6315071353297546;Normal;3ce2f8a77a32_preprocessed.png
26.892.762.616.867.500;-0.6315071353302901;Normal;3d2ecffe0386_preprocessed.png
26.892.762.616.864.400;-0.6315071353300424;Normal;3d3e288d490e_preprocessed.png
26.892.762.616.867.300;-0.6315071353301251;Normal;3d663a6a50a3_preprocessed.png
26.892.762.616.863.800;-0.6315071353300841;Normal;3dbc90c7ee7d_preprocessed.png
39.217.823.903.347.000;-0.5844113206732154;Normal;3dbfbc11e105_preprocessed.png
2.689.276.261.694.500;-0.6315071353305797;Normal;3ddb86eb530e_preprocessed.png
2.689.276.261.686.690;-0.6315071353299073;Normal;3de8ad4151e1_preprocessed.png
2.689.276.261.686.080;-0.6315071353299754;Normal;3dec415b188a_preprocessed.png
2.689.276.261.686.900;-0.631507135330057;Normal;3dfc50108072_preprocessed.png
26.892.762.616.867.600;-0.6315071353300653;Normal;3e1f8fecb06f_preprocessed.png
26.892.762.616.867.600;-0.6315071353300006;Normal;3e3a3955b9c5_preprocessed.png
26.892.762.616.866.400;-0.6315071353300827;Normal;3e61703b5ab2_preprocessed.png
2.689.276.261.686.700;-0.6315071353301549;Normal;3e6bfc4d5c65_preprocessed.png
2.689.276.261.686.220;-0.6315071353300257;Normal;3e86335bc2fd_preprocessed.png
2.689.276.261.686.710;-0.6315071353300183;Normal;3ee17aa12e46_preprocessed.png
33.055.293.260.105.500;-0.607959228001743;Normal;3ee4841936ef_preprocessed.png
268.927.626.168.577;-0.6315071353300157;Normal;3f0d3629d69e_preprocessed.png
26.892.762.616.865.800;-0.6315071353301019;Normal;3f3de2a6b0f5_preprocessed.png
26.892.762.616.865.700;-0.6315071353300397;Normal;3f44d749cd0b_preprocessed.png
-0.45462185202332916;8.364.876.664.844.150;Normal;3f47f83217b5_preprocessed.png
2.689.276.261.686.170;-0.6315071353301043;Normal;3f49f8d100e9_preprocessed.png
-35.921.332.268.780.100;-1.860.269.191.448.580;Normal;3f5b4c2948e8_preprocessed.png
26.892.762.616.866.100;-0.6315071353301482;Normal;3f6bccf21ce8_preprocessed.png
26.892.762.616.861.000;-0.6315071353301926;Normal;3f6c627e2ff2_preprocessed.png
26.892.762.616.864.800;-0.6315071353301334;Normal;3f73c91b7e32_preprocessed.png
26.892.762.616.859.700;-0.6315071353299568;Normal;3f752fcccec0_preprocessed.png
26.892.762.616.867.400;-0.631507135330132;Normal;3f82631e9080_preprocessed.png
26.892.762.616.863.100;-0.6315071353299867;Normal;3f8d5c940ba4_preprocessed.png
26.892.762.616.864.800;-0.6315071353300241;Normal;3f98be586fe3_preprocessed.png
2.689.276.261.686.550;-0.6315071353301875;Normal;3fa4f4d77177_preprocessed.png
2.689.276.261.686.230;-0.6315071353297721;Normal;3fc219927a97_preprocessed.png
2.689.276.261.686.160;-0.6315071353302073;Normal;3fd45879afe6_preprocessed.png
26.892.762.616.866.500;-0.6315071353300135;Normal;3fd7df6099e3_preprocessed.png
26.892.762.616.860.100;-0.6315071353301023;Normal;3fe282197c1c_preprocessed.png
2.689.276.261.686.470;-0.6315071353303044;Normal;3ffa14d60b24_preprocessed.png
2.689.276.261.686.510;-0.631507135330146;Normal;40140a925c43_preprocessed.png
26.892.762.616.863.600;-0.6315071353299921;Normal;401fdfd0db07_preprocessed.png
2.689.276.261.686.380;-0.6315071353299226;Normal;4029d70e9d8a_preprocessed.png
26.892.762.616.859.100;-0.6315071353296999;Normal;4036471a1bb7_preprocessed.png
26.892.762.616.863.100;-0.6315071353299158;Normal;404ede327e98_preprocessed.png
26.892.762.616.861.300;-0.63150713533002;Normal;405085b53d7b_preprocessed.png
26.892.762.616.863.100;-0.6315071353299087;Normal;40527a5e95dd_preprocessed.png
2.689.276.261.686.330;-0.631507135330081;Normal;405b4f78658f_preprocessed.png
26.892.762.616.862.900;-0.6315071353298298;Normal;408ea9d5e082_preprocessed.png
26.892.762.616.861.600;-0.6315071353301728;Normal;40c24aded50c_preprocessed.png
2.689.276.261.686.070;-0.6315071353300081;Normal;40dd4e6e4444_preprocessed.png
26.892.762.616.863.600;-0.6315071353301485;Normal;40e9b5630438_preprocessed.png
26.892.762.616.868.400;-0.6315071353301747;Normal;41345cec5957_preprocessed.png
26.892.762.616.862.400;-0.6315071353300639;Normal;4134b290f5f3_preprocessed.png
26.892.762.616.867.300;-0.6315071353301578;Normal;4145dcb25053_preprocessed.png
2.689.276.261.686.750;-0.6315071353301922;Normal;4158c340fa49_preprocessed.png
2.689.276.261.686.140;-0.6315071353299492;Normal;415d5c5e785f_preprocessed.png
26.892.762.616.865.500;-0.6315071353301128;Normal;415f2d2bd2a1_preprocessed.png
26.892.762.616.864.700;-0.6315071353299284;Normal;417f408ee8e0_preprocessed.png
26.892.762.616.864.200;-0.6315071353301216;Normal;4189d4e631ec_preprocessed.png
2.689.276.261.686.460;-0.6315071353299728;Normal;419406328dcd_preprocessed.png
2.689.276.261.686.380;-0.631507135330033;Normal;41960d5f58c2_preprocessed.png
26.892.762.616.864.200;-0.6315071353299118;Normal;41ab357d103f_preprocessed.png
26.892.762.616.868.900;-0.631507135330186;Normal;4205e9deb058_preprocessed.png
268.927.626.168.667;-0.6315071353301025;Normal;4210809074c1_preprocessed.png
2.689.276.261.686.530;-0.6315071353300025;Normal;423abbaa5fad_preprocessed.png
268.927.626.168.644;-0.6315071353301426;Normal;4242c0d87f57_preprocessed.png
26.892.762.616.862.100;-0.631507135330053;Normal;4246ed634f25_preprocessed.png
26.892.762.616.867.400;-0.6315071353299735;Normal;4276b82e4489_preprocessed.png
2.689.276.261.686.520;-0.631507135330162;Normal;4289af3afbd2_preprocessed.png
26.892.762.616.862.300;-0.6315071353301741;Normal;4294a14c656a_preprocessed.png
268.927.626.168.668;-0.6315071353300588;Normal;42985aa2e32f_preprocessed.png
2.689.276.261.685.980;-0.6315071353300439;Normal;42a67337fa8e_preprocessed.png
26.892.762.616.867.600;-0.6315071353301446;Normal;42a850acd2ac_preprocessed.png
2.689.276.261.687.430;-0.6315071353301833;Normal;42af7282349b_preprocessed.png
2.689.276.261.686.410;-0.6315071353300481;Normal;42b08dca9b2f_preprocessed.png
-0.45462185202332783;8.364.876.664.844.200;Normal;42b93b574f23_preprocessed.png
2.689.276.261.686.770;-0.6315071353301314;Normal;42b9c1977681_preprocessed.png
26.892.762.616.863.200;-0.6315071353299722;Normal;42c65af5ab16_preprocessed.png
-0.4546218520230577;8.364.876.664.844.140;Normal;42cc993f23a9_preprocessed.png
2.689.276.261.686.490;-0.6315071353300352;Normal;4318b6adeb97_preprocessed.png
26.892.762.616.866.100;-0.6315071353301849;Normal;4350a1b2f3cb_preprocessed.png
2.689.276.261.686.380;-0.6315071353301565;Normal;435414ccccf7_preprocessed.png
26.892.762.616.864.800;-0.6315071353300374;Normal;435d900fa7b2_preprocessed.png
26.892.762.616.859.600;-0.6315071353299458;Normal;4360a112db10_preprocessed.png
26.892.762.616.869.600;-0.6315071353301622;Normal;436e1793d240_preprocessed.png
26.892.762.616.862.700;-0.6315071353300472;Normal;436e7a7af761_preprocessed.png
2.689.276.261.686.650;-0.6315071353298003;Normal;436fa3fd145a_preprocessed.png
2.689.276.261.686.440;-0.631507135330157;Normal;437900a99871_preprocessed.png
-0.45462185202326727;8.364.876.664.844.010;Normal;437cbec4a3f8_preprocessed.png
26.892.762.616.859.700;-0.6315071353299744;Normal;43823561c3f0_preprocessed.png
26.892.762.616.862.600;-0.6315071353300838;Normal;4384fa687afa_preprocessed.png
-3.592.133.226.877.970;-1.860.269.191.448.540;Normal;4393c5bc576a_preprocessed.png
2.689.276.261.686.280;-0.6315071353300794;Normal;43bc7c066dfb_preprocessed.png
